"j","i","CNTSCHID","CNTSTUID","CNT","CREATAS","GROSAGR","missing_CREATAS","missing_GROSAGR"
390,8,37200116,37202886,"Ireland",0.1876,0.1683,0,0
390,9,37200116,37203462,"Ireland",0.532165650570509,2.0294,1,0
390,10,37200116,37203465,"Ireland",0.5944,0.2929,0,0
390,11,37200116,37203798,"Ireland",0.0796,-0.0144,0,0
390,12,37200116,37204711,"Ireland",0.4649,-0.145,0,0
390,13,37200116,37204829,"Ireland",0.097,0.7798,0,0
390,14,37200116,37204912,"Ireland",-1.117,0.5131,0,0
390,15,37200116,37205206,"Ireland",0.07,0.362,0,0
390,16,37200116,37205371,"Ireland",-1.117,-0.0144,0,0
390,17,37200116,37205381,"Ireland",-1.117,0.6831,0,0
390,18,37200116,37205383,"Ireland",1.0752,-0.145,0,0
390,19,37200116,37205551,"Ireland",-0.1244,0.2143,0,0
390,20,37200116,37205665,"Ireland",0.8731,-0.0144,0,0
390,21,37200116,37207015,"Ireland",-0.1407,0.8373,0,0
390,22,37200116,37207388,"Ireland",-1.117,2.0294,0,0
390,23,37200116,37207453,"Ireland",-0.169660878782727,0.3894,1,0
390,24,37200116,37207495,"Ireland",0.0285,0.7798,0,0
390,25,37200116,37207576,"Ireland",-0.1183,0.7892,0,0
390,26,NA,NA,"Ireland",0.308604294116081,0.103605788095746,1,1
390,27,NA,NA,"Ireland",0.52299195411013,-0.338386234403223,1,1
390,28,NA,NA,"Ireland",0.958062372436962,1.44215058136833,1,1
390,29,NA,NA,"Ireland",-0.778457231784626,1.80393847125973,1,1
390,30,NA,NA,"Ireland",0.216250073024124,1.24678212752677,1,1
390,31,NA,NA,"Ireland",-0.794015880446702,-0.0494128557069693,1,1
390,32,NA,NA,"Ireland",-0.248254991725572,1.15882295420083,1,1
390,33,NA,NA,"Ireland",-0.132637872672954,0.474544583698357,1,1
390,34,NA,NA,"Ireland",0.759060507457894,-1.15318441989369,1,1
390,35,NA,NA,"Ireland",-0.111205305373162,1.50173006375742,1,1
390,36,NA,NA,"Ireland",0.320954515157772,-0.49282240194452,1,1
390,37,NA,NA,"Ireland",-0.267120769930714,-0.465594316466601,1,1
390,38,NA,NA,"Ireland",-0.626809712935493,0.845577951690216,1,1
390,39,NA,NA,"Ireland",-0.609318879172015,-0.53301536630822,1,1
390,40,NA,NA,"Ireland",1.18272957840631,1.84685631981939,1,1
390,41,NA,NA,"Ireland",-1.10688903252699,0.62753091715472,1,1
390,42,NA,NA,"Ireland",0.45514563166809,0.663037614945078,1,1
390,43,NA,NA,"Ireland",1.28740249951214,0.540396365187818,1,1
390,44,NA,NA,"Ireland",-0.977162064064308,-0.86458503621088,1,1
390,45,NA,NA,"Ireland",-1.46749863169198,0.141098469203922,1,1
391,1,37200117,37200193,"Ireland",0.1238,-0.3061,0,0
391,2,37200117,37200661,"Ireland",0.9124,0.3689,0,0
391,3,37200117,37200926,"Ireland",1.85465086249533,-0.3676,1,0
391,4,37200117,37201018,"Ireland",0.3232,0.0944,0,0
391,5,37200117,37201351,"Ireland",-0.0324,-0.145,0,0
391,6,37200117,37201455,"Ireland",0.2269,-0.3061,0,0
391,7,37200117,37201471,"Ireland",-0.1344,-0.16,0,0
391,8,37200117,37201569,"Ireland",0.3306,-1.1501,0,0
391,9,37200117,37201720,"Ireland",0.472841298030494,-0.0144,1,0
391,10,37200117,37201989,"Ireland",-1.117,-0.0144,0,0
391,11,37200117,37202021,"Ireland",0.8363,0.8823,0,0
391,12,37200117,37202077,"Ireland",-0.5449,2.0294,0,0
391,13,37200117,37202216,"Ireland",0.053,-0.145,0,0
391,14,37200117,37202297,"Ireland",-0.0394123139017858,1.1785,1,0
391,15,37200117,37202363,"Ireland",0.1199,-0.0144,0,0
391,16,37200117,37202527,"Ireland",0.5154,1.6841,0,0
391,17,37200117,37202583,"Ireland",-1.117,1.5502,0,0
391,18,37200117,37202804,"Ireland",-0.282,-0.16,0,0
391,19,37200117,37202850,"Ireland",0.2012,-0.145,0,0
391,20,37200117,37202879,"Ireland",0.8465,0.2929,0,0
391,21,37200117,37203037,"Ireland",0.4761,-0.0144,0,0
391,22,37200117,37203231,"Ireland",0.175822229513015,1.2529,1,0
391,23,37200117,37203470,"Ireland",0.85,0.3551,0,0
391,24,37200117,37204024,"Ireland",-0.5131,-0.6612,0,0
391,25,37200117,37204418,"Ireland",0.3067,0.6831,0,0
391,26,37200117,37204512,"Ireland",0.869,0.7798,0,0
391,27,37200117,37204731,"Ireland",-1.117,0.0855,0,0
391,28,37200117,37204754,"Ireland",0.3546,0.2143,0,0
391,29,37200117,37204968,"Ireland",1.4745,-0.3061,0,0
391,30,37200117,37205407,"Ireland",-0.1421,0.5607,0,0
391,31,37200117,37205758,"Ireland",0.5679,-0.0144,0,0
391,32,37200117,37205775,"Ireland",-1.117,0.6737,0,0
391,33,37200117,37205897,"Ireland",-1.117,0.2143,0,0
391,34,37200117,37206269,"Ireland",0.838,0.7798,0,0
391,35,37200117,37206495,"Ireland",0.9211,-0.7752,0,0
391,36,37200117,37206812,"Ireland",1.4745,-0.3061,0,0
391,37,37200117,37206916,"Ireland",0.6456,-1.1501,0,0
391,38,37200117,37207216,"Ireland",1.3899,0.8823,0,0
391,39,37200117,37207563,"Ireland",-0.9846,-0.0144,0,0
391,40,NA,NA,"Ireland",-0.664348901483884,1.18573593714927,1,1
391,41,NA,NA,"Ireland",-1.89421362586557,-0.110008841639966,1,1
391,42,NA,NA,"Ireland",0.151295943617103,-0.152100697647424,1,1
391,43,NA,NA,"Ireland",-0.628663426244445,0.718536102218214,1,1
391,44,NA,NA,"Ireland",-0.767971716744947,1.19117685780646,1,1
391,45,NA,NA,"Ireland",-0.810506050972087,-0.650463508178994,1,1
392,1,37200118,37200011,"Ireland",-0.417232750288741,0.362,1,0
392,2,37200118,37200321,"Ireland",0.3039,0.0855,0,0
392,3,37200118,37200472,"Ireland",0.2441,0.362,0,0
392,4,37200118,37200899,"Ireland",-0.0155,0.3689,0,0
392,5,37200118,37200953,"Ireland",0.4612,2.0294,0,0
392,6,37200118,37201216,"Ireland",-0.282,-0.3061,0,0
392,7,37200118,37201405,"Ireland",0.097,-0.16,0,0
392,8,37200118,37201453,"Ireland",0.3095,0.9658,0,0
392,9,37200118,37201704,"Ireland",0.2566,-0.3061,0,0
392,10,37200118,37201830,"Ireland",-0.1221,0.9658,0,0
392,11,37200118,37201918,"Ireland",-0.6637,0.0855,0,0
392,12,37200118,37201994,"Ireland",-1.117,1.5613,0,0
392,13,37200118,37202022,"Ireland",-1.117,0.7892,0,0
392,14,37200118,37202120,"Ireland",-1.117,-0.145,0,0
392,15,37200118,37202257,"Ireland",-0.1407,0.7798,0,0
392,16,37200118,37202558,"Ireland",-1.117,0.362,0,0
392,17,37200118,37202695,"Ireland",-0.1209,0.362,0,0
392,18,37200118,37202740,"Ireland",-0.282,-0.3061,0,0
392,19,37200118,37202959,"Ireland",-0.1183,0.6831,0,0
392,20,37200118,37203558,"Ireland",0.0187,-0.16,0,0
392,21,37200118,37204015,"Ireland",-1.117,0.7798,0,0
392,22,37200118,37204376,"Ireland",0.4829,0.8735,0,0
392,23,37200118,37205055,"Ireland",-1.117,-0.0144,0,0
392,24,37200118,37205422,"Ireland",-0.5685,1.6841,0,0
392,25,37200118,37205499,"Ireland",-1.117,0.362,0,0
392,26,37200118,37205957,"Ireland",-0.1221,-0.0144,0,0
392,27,37200118,37206011,"Ireland",0.7231,2.0294,0,0
392,28,37200118,37206228,"Ireland",0.6195,-1.1501,0,0
392,29,37200118,37206239,"Ireland",-1.117,0.9658,0,0
392,30,37200118,37206485,"Ireland",-0.1209,-1.0261,0,0
392,31,37200118,37206508,"Ireland",0.2234,-0.16,0,0
392,32,37200118,37206741,"Ireland",-0.1183,-0.0144,0,0
392,33,37200118,37206769,"Ireland",0.2718,-0.0144,0,0
392,34,37200118,37206905,"Ireland",0.506,0.6737,0,0
392,35,37200118,37207474,"Ireland",-1.117,-0.0144,0,0
392,36,37200118,37207524,"Ireland",0.0569,0.432,0,0
392,37,NA,NA,"Ireland",0.995142611929833,1.3231818209304,1,1
392,38,NA,NA,"Ireland",-0.669220457810351,-0.825424661537683,1,1
392,39,NA,NA,"Ireland",-0.975188946241381,0.393064277641721,1,1
392,40,NA,NA,"Ireland",0.569490346465936,1.41990234191008,1,1
392,41,NA,NA,"Ireland",-0.418070157485441,0.621645958443719,1,1
392,42,NA,NA,"Ireland",0.0822132939252026,0.0564601777070328,1,1
392,43,NA,NA,"Ireland",-1.20437422119112,-1.40185118146028,1,1
392,44,NA,NA,"Ireland",-1.14282237422221,1.23425494321239,1,1
392,45,NA,NA,"Ireland",0.0218956096253146,0.362899593720497,1,1
393,1,37200119,37200187,"Ireland",-1.23695323925388,-0.4201,1,0
393,2,37200119,37200474,"Ireland",0.8434,-0.3061,0,0
393,3,37200119,37201308,"Ireland",0.7689,-0.0144,0,0
393,4,37200119,37201448,"Ireland",-1.117,-0.145,0,0
393,5,37200119,37201625,"Ireland",-1.117,-1.0164,0,0
393,6,37200119,37202264,"Ireland",-1.117,-0.145,0,0
393,7,37200119,37202330,"Ireland",0.5839,-0.9359,0,0
393,8,37200119,37202900,"Ireland",0.1233,0.3894,0,0
393,9,37200119,37202955,"Ireland",0.9474,-0.145,0,0
393,10,37200119,37203320,"Ireland",-0.9381,0.7798,0,0
393,11,37200119,37203738,"Ireland",0.2872,-0.0144,0,0
393,12,37200119,37203985,"Ireland",0.4937,-0.145,0,0
393,13,37200119,37204737,"Ireland",1.1801,1.5392,0,0
393,14,37200119,37204806,"Ireland",0.9841,0.8735,0,0
393,15,37200119,37204839,"Ireland",-0.1407,-0.7393,0,0
393,16,37200119,37205140,"Ireland",-0.1407,1.7012,0,0
393,17,37200119,37205496,"Ireland",0.5251,0.8823,0,0
393,18,37200119,37205559,"Ireland",0.4885,-0.16,0,0
393,19,37200119,37205975,"Ireland",-0.5131,-0.145,0,0
393,20,37200119,37206062,"Ireland",0.5697,0.5849,0,0
393,21,37200119,37206092,"Ireland",0.6092,0.2143,0,0
393,22,37200119,37206490,"Ireland",1.4842,2.0294,0,0
393,23,37200119,37206492,"Ireland",1.1081,0.3894,0,0
393,24,37200119,37206676,"Ireland",-0.1407,0.7892,0,0
393,25,37200119,37206942,"Ireland",0.0813,0.9342,0,0
393,26,37200119,37206958,"Ireland",0.6757,0.362,0,0
393,27,37200119,37207083,"Ireland",0.7445,0.7798,0,0
393,28,37200119,37207137,"Ireland",-1.117,-0.145,0,0
393,29,37200119,37207146,"Ireland",1.0144,0.0855,0,0
393,30,NA,NA,"Ireland",1.26206209908544,0.930699250446748,1,1
393,31,NA,NA,"Ireland",0.416491645407927,1.01536788230077,1,1
393,32,NA,NA,"Ireland",-0.0125549347148683,-1.26804659907966,1,1
393,33,NA,NA,"Ireland",0.0920317484024318,-1.0858973781263,1,1
393,34,NA,NA,"Ireland",1.31785594972198,-0.722690729724644,1,1
393,35,NA,NA,"Ireland",-0.0407949692708422,-0.969557972795209,1,1
393,36,NA,NA,"Ireland",0.443311972793212,-0.307578458842903,1,1
393,37,NA,NA,"Ireland",-0.0393583198578014,-0.0530185279272959,1,1
393,38,NA,NA,"Ireland",-0.889446781586736,0.0271667372029639,1,1
393,39,NA,NA,"Ireland",-0.511792078677981,0.241577440320486,1,1
393,40,NA,NA,"Ireland",0.206339852474144,-1.37364888472891,1,1
393,41,NA,NA,"Ireland",-1.04797317530537,0.63326385257817,1,1
393,42,NA,NA,"Ireland",-1.09594250995908,0.394234182040157,1,1
393,43,NA,NA,"Ireland",-0.531625538261383,1.36991380804861,1,1
393,44,NA,NA,"Ireland",0.906293629760894,-1.20166339781322,1,1
393,45,NA,NA,"Ireland",-0.0792326878967954,1.03035747741921,1,1
394,1,37200120,37200251,"Ireland",-1.117,-0.9359,0,0
394,2,37200120,37200305,"Ireland",0.135864411576871,0.3133,1,0
394,3,37200120,37200381,"Ireland",-0.3681,0.7798,0,0
394,4,37200120,37200471,"Ireland",0.717,1.5502,0,0
394,5,37200120,37200766,"Ireland",-0.3158,-0.0144,0,0
394,6,37200120,37200995,"Ireland",-1.117,-0.3061,0,0
394,7,37200120,37201155,"Ireland",0.4333,-0.7752,0,0
394,8,37200120,37201194,"Ireland",-1.117,-0.4201,0,0
394,9,37200120,37201230,"Ireland",0.2314,0.7798,0,0
394,10,37200120,37201352,"Ireland",-1.117,-0.3061,0,0
394,11,37200120,37201817,"Ireland",0.101,-0.3061,0,0
394,12,37200120,37202040,"Ireland",-1.117,-0.3061,0,0
394,13,37200120,37202403,"Ireland",-1.117,-0.0259,0,0
394,14,37200120,37202638,"Ireland",0.1929,-0.0144,0,0
394,15,37200120,37202805,"Ireland",1.0671,-0.145,0,0
394,16,37200120,37203020,"Ireland",0.4223,-0.3061,0,0
394,17,37200120,37203508,"Ireland",-1.117,-1.3155,0,0
394,18,37200120,37203844,"Ireland",-0.282,0.362,0,0
394,19,37200120,37204352,"Ireland",0.4008,0.2929,0,0
394,20,37200120,37204678,"Ireland",0.812,0.5437,0,0
394,21,37200120,37204902,"Ireland",-1.117,-3.5994,0,0
394,22,37200120,37204973,"Ireland",1.475,0.6831,0,0
394,23,37200120,37205097,"Ireland",-1.117,-0.3061,0,0
394,24,37200120,37205102,"Ireland",-1.117,0.0944,0,0
394,25,37200120,37205786,"Ireland",-0.2963,-0.16,0,0
394,26,37200120,37206038,"Ireland",-1.117,0.6737,0,0
394,27,37200120,37206496,"Ireland",0.4216,-0.0144,0,0
394,28,37200120,37206841,"Ireland",0.0818,-0.3061,0,0
394,29,37200120,37206891,"Ireland",0.6315,-1.1634,0,0
394,30,37200120,37207206,"Ireland",2.0126,-0.0144,0,0
394,31,37200120,37207253,"Ireland",-1.117,-0.16,0,0
394,32,37200120,37207257,"Ireland",-0.5449,0.7798,0,0
394,33,37200120,37207529,"Ireland",0.3742,-0.2196,0,0
394,34,37200120,37207605,"Ireland",-0.0293,-0.7464,0,0
394,35,NA,NA,"Ireland",-0.682191414818686,0.0526233783200934,1,1
394,36,NA,NA,"Ireland",-0.301539970471364,-0.182600730865569,1,1
394,37,NA,NA,"Ireland",-0.919860747995426,-1.29047826162501,1,1
394,38,NA,NA,"Ireland",-0.0125514038664037,-0.395334085071002,1,1
394,39,NA,NA,"Ireland",-0.352038998894272,-0.692888433326317,1,1
394,40,NA,NA,"Ireland",-0.198026578112302,0.980046490348453,1,1
394,41,NA,NA,"Ireland",0.289948444038872,1.08603178479615,1,1
394,42,NA,NA,"Ireland",-1.22617166538045,0.439000044802905,1,1
394,43,NA,NA,"Ireland",-0.324685879292688,-0.812790082220006,1,1
394,44,NA,NA,"Ireland",0.321344278339857,0.308837396682854,1,1
394,45,NA,NA,"Ireland",1.11328113887925,-0.558070906869037,1,1
395,1,37200121,37200993,"Ireland",0.9197,1.06672357855267,0,1
395,2,37200121,37201415,"Ireland",0.9063,0.9157,0,0
395,3,37200121,37201623,"Ireland",-1.117,-0.16,0,0
395,4,37200121,37201641,"Ireland",-1.117,-0.9359,0,0
395,5,37200121,37201728,"Ireland",0.3239,0.7798,0,0
395,6,37200121,37202071,"Ireland",-1.117,0.7798,0,0
395,7,37200121,37202099,"Ireland",-1.117,-0.0844,0,0
395,8,37200121,37202194,"Ireland",-0.8925,-0.0144,0,0
395,9,37200121,37202492,"Ireland",0.0936,-0.145,0,0
395,10,37200121,37202915,"Ireland",-0.7521,-0.3061,0,0
395,11,37200121,37203626,"Ireland",0.252921314817818,2.0294,1,0
395,12,37200121,37204782,"Ireland",-0.8925,-0.0144,0,0
395,13,37200121,37204995,"Ireland",0.4593,-0.0144,0,0
395,14,37200121,37205180,"Ireland",-0.3158,0.7798,0,0
395,15,37200121,37205223,"Ireland",-0.0924619987549402,0.4391,1,0
395,16,37200121,37205366,"Ireland",0.0332723819819846,0.362,1,0
395,17,37200121,37205562,"Ireland",-1.117,-0.0144,0,0
395,18,37200121,37205623,"Ireland",-0.1344,0.6831,0,0
395,19,37200121,37205672,"Ireland",0.2314,-0.0144,0,0
395,20,37200121,37205696,"Ireland",-0.974728376501495,-0.9276,1,0
395,21,37200121,37205752,"Ireland",0.3685,0.365628656963265,0,1
395,22,37200121,37205807,"Ireland",0.101,-0.0144,0,0
395,23,37200121,37206497,"Ireland",-0.765876968502084,-0.16,1,0
395,24,37200121,37207018,"Ireland",-1.117,-0.0144,0,0
395,25,37200121,37207441,"Ireland",-0.1108,0.0944,0,0
395,26,37200121,37207594,"Ireland",0.4116,0.7798,0,0
395,27,NA,NA,"Ireland",-0.202205989033374,0.721933566900039,1,1
395,28,NA,NA,"Ireland",-0.655932086886663,-0.190073622105704,1,1
395,29,NA,NA,"Ireland",-0.356927125110598,-0.911411661382451,1,1
395,30,NA,NA,"Ireland",-0.780626430271691,-1.32314923697383,1,1
395,31,NA,NA,"Ireland",-0.50646992340239,-0.312440015908338,1,1
395,32,NA,NA,"Ireland",-0.519697996960691,1.19813529806999,1,1
395,33,NA,NA,"Ireland",-0.713853264850886,1.58999317781261,1,1
395,34,NA,NA,"Ireland",0.37458489030558,-0.0795508930958924,1,1
395,35,NA,NA,"Ireland",-0.233133911030356,-1.40493306035249,1,1
395,36,NA,NA,"Ireland",-0.676276113950803,1.16202732380739,1,1
395,37,NA,NA,"Ireland",0.035740200571098,-0.143411086417686,1,1
395,38,NA,NA,"Ireland",0.442127567926008,1.70099831454873,1,1
395,39,NA,NA,"Ireland",-1.27342019284649,0.682478376745261,1,1
395,40,NA,NA,"Ireland",1.03704798975412,1.58853350145426,1,1
395,41,NA,NA,"Ireland",-0.946219979032392,-0.0332832309482657,1,1
395,42,NA,NA,"Ireland",0.775721101104197,0.19537596997614,1,1
395,43,NA,NA,"Ireland",0.242715331490343,0.222586408525805,1,1
395,44,NA,NA,"Ireland",-0.631638102862421,0.0571706314604359,1,1
395,45,NA,NA,"Ireland",0.0916431275999937,0.651812645655933,1,1
396,1,37200122,37200107,"Ireland",1.4745,-0.3061,0,0
396,2,37200122,37200629,"Ireland",-0.0072,-0.3061,0,0
396,3,37200122,37200894,"Ireland",0.564043447911905,-0.866711744659372,1,1
396,4,37200122,37201137,"Ireland",-0.0085,0.4603,0,0
396,5,37200122,37201243,"Ireland",0.6562,0.7798,0,0
396,6,37200122,37201579,"Ireland",0.1761,-0.3061,0,0
396,7,37200122,37201615,"Ireland",-1.117,-0.9359,0,0
396,8,37200122,37201631,"Ireland",-0.9846,-0.16,0,0
396,9,37200122,37201651,"Ireland",0.0936,2.0294,0,0
396,10,37200122,37201925,"Ireland",-0.1221,0.7798,0,0
396,11,37200122,37202287,"Ireland",0.059972686066029,-1.0364,1,0
396,12,37200122,37202292,"Ireland",-0.2963,-0.145,0,0
396,13,37200122,37202388,"Ireland",1.5994,0.9658,0,0
396,14,37200122,37202719,"Ireland",-1.117,-0.0144,0,0
396,15,37200122,37202893,"Ireland",-1.117,-1.1372,0,0
396,16,37200122,37202914,"Ireland",-0.3158,0.2859,0,0
396,17,37200122,37203092,"Ireland",1.643,0.0944,0,0
396,18,37200122,37203474,"Ireland",0.9418,0.362,0,0
396,19,37200122,37203630,"Ireland",-0.5685,2.0294,0,0
396,20,37200122,37203827,"Ireland",1.004,0.6737,0,0
396,21,37200122,37203894,"Ireland",0.7251,0.7798,0,0
396,22,37200122,37203988,"Ireland",0.3512,-1.0364,0,0
396,23,37200122,37204402,"Ireland",0.3211,0.7798,0,0
396,24,37200122,37204463,"Ireland",-1.093,-0.3061,0,0
396,25,37200122,37204605,"Ireland",0.268,-0.16,0,0
396,26,37200122,37204652,"Ireland",-2.0610225741552,0.444307737963676,1,1
396,27,37200122,37204769,"Ireland",0.7549,0.362,0,0
396,28,37200122,37205110,"Ireland",-0.0132,0.7798,0,0
396,29,37200122,37205220,"Ireland",0.9381,0.7798,0,0
396,30,37200122,37205382,"Ireland",-1.117,-3.5994,0,0
396,31,37200122,37205472,"Ireland",-1.117,-0.0144,0,0
396,32,37200122,37206007,"Ireland",0.1295,-1.1501,0,0
396,33,37200122,37206341,"Ireland",-0.8925,0.8823,0,0
396,34,37200122,37206360,"Ireland",1.1642,-0.8562,0,0
396,35,37200122,37206400,"Ireland",0.3945,-0.3061,0,0
396,36,37200122,37206509,"Ireland",0.6574,1.4337,0,0
396,37,37200122,37207038,"Ireland",0.6559,-0.4201,0,0
396,38,37200122,37207400,"Ireland",0.8895,-0.0144,0,0
396,39,37200122,37207416,"Ireland",-1.117,0.7798,0,0
396,40,37200122,37207609,"Ireland",-0.1792,-0.0144,0,0
396,41,NA,NA,"Ireland",0.695859847626663,1.05993231106439,1,1
396,42,NA,NA,"Ireland",1.10184165849562,-0.46588226305658,1,1
396,43,NA,NA,"Ireland",1.10875130313809,1.12230080058939,1,1
396,44,NA,NA,"Ireland",0.756857789593644,-0.316703761314647,1,1
396,45,NA,NA,"Ireland",0.66627934765524,-0.343195213624614,1,1
397,1,37200123,37200375,"Ireland",0.5895,-3.5994,0,0
397,2,37200123,37200407,"Ireland",0.744933713472285,0.8823,1,0
397,3,37200123,37200595,"Ireland",0.0464,0.0944,0,0
397,4,37200123,37200696,"Ireland",0.9063,-0.145,0,0
397,5,37200123,37201149,"Ireland",-1.076,0.8823,0,0
397,6,37200123,37201182,"Ireland",-0.2376,0.7798,0,0
397,7,37200123,37201476,"Ireland",0.0941,0.7798,0,0
397,8,37200123,37201567,"Ireland",-0.3158,0.7798,0,0
397,9,37200123,37202226,"Ireland",-1.117,-1.1372,0,0
397,10,37200123,37202619,"Ireland",-1.117,-0.8486,0,0
397,11,37200123,37202727,"Ireland",0.3742,0.5849,0,0
397,12,37200123,37202909,"Ireland",0.611,-0.0144,0,0
397,13,37200123,37202982,"Ireland",0.5454,-0.0144,0,0
397,14,37200123,37203272,"Ireland",-1.117,-0.2927,0,0
397,15,37200123,37203349,"Ireland",0.8074,0.7798,0,0
397,16,37200123,37203374,"Ireland",0.4054,-0.145,0,0
397,17,37200123,37203567,"Ireland",0.1615,0.7798,0,0
397,18,37200123,37203733,"Ireland",0.595,0.0944,0,0
397,19,37200123,37204250,"Ireland",-1.117,-0.16,0,0
397,20,37200123,37204341,"Ireland",0.7578,-1.0364,0,0
397,21,37200123,37204643,"Ireland",0.4652,-0.0144,0,0
397,22,37200123,37204848,"Ireland",-1.6224334754601,-0.0742,1,0
397,23,37200123,37205162,"Ireland",-1.117,-0.3061,0,0
397,24,37200123,37205169,"Ireland",0.5471,-0.0144,0,0
397,25,37200123,37206698,"Ireland",0.4527,0.7798,0,0
397,26,37200123,37206885,"Ireland",-1.117,0.8735,0,0
397,27,37200123,37207264,"Ireland",-0.0025,-0.5185,0,0
397,28,37200123,37207464,"Ireland",1.35438936490759,1.2529,1,0
397,29,NA,NA,"Ireland",1.8451503504583,1.67274718531487,1,1
397,30,NA,NA,"Ireland",0.187439931604812,-0.00459445595387431,1,1
397,31,NA,NA,"Ireland",0.446452028600844,-1.31358435757717,1,1
397,32,NA,NA,"Ireland",0.337776868030587,0.351196891292835,1,1
397,33,NA,NA,"Ireland",-0.122817384612484,-1.19313392388722,1,1
397,34,NA,NA,"Ireland",-1.77516787683538,-1.24062494896814,1,1
397,35,NA,NA,"Ireland",-0.205075808350016,0.303232596928729,1,1
397,36,NA,NA,"Ireland",0.868835375692601,0.150797960929237,1,1
397,37,NA,NA,"Ireland",-0.767543345183111,0.976387978519915,1,1
397,38,NA,NA,"Ireland",0.054896611771679,-0.757561187247109,1,1
397,39,NA,NA,"Ireland",1.40181687966976,-0.599644122169195,1,1
397,40,NA,NA,"Ireland",0.086843930212718,1.19338602037554,1,1
397,41,NA,NA,"Ireland",0.10033522812574,-0.231236174037818,1,1
397,42,NA,NA,"Ireland",-0.168015033219753,0.79620761546778,1,1
397,43,NA,NA,"Ireland",0.471580679123927,1.10982029489235,1,1
397,44,NA,NA,"Ireland",-0.267539258401544,0.0482182346882316,1,1
397,45,NA,NA,"Ireland",0.162229788610852,-0.133095020775307,1,1
398,1,37200124,37200253,"Ireland",0.4967,0.362,0,0
398,2,37200124,37200334,"Ireland",0.0925449646269562,0.5933,1,0
398,3,37200124,37200736,"Ireland",0.5888,0.8823,0,0
398,4,37200124,37200980,"Ireland",-1.117,0.3133,0,0
398,5,37200124,37201242,"Ireland",0.3692,0.2859,0,0
398,6,37200124,37201245,"Ireland",0.535816324407436,0.6737,1,0
398,7,37200124,37201642,"Ireland",0.1761,-0.0144,0,0
398,8,37200124,37202333,"Ireland",0.1674,-0.0144,0,0
398,9,37200124,37202506,"Ireland",0.1761,-0.5499,0,0
398,10,37200124,37202624,"Ireland",-0.532,0.8735,0,0
398,11,37200124,37202744,"Ireland",0.8729,0.9658,0,0
398,12,37200124,37202752,"Ireland",0.7012,-0.0144,0,0
398,13,37200124,37202833,"Ireland",-0.2376,1.5502,0,0
398,14,37200124,37202881,"Ireland",0.418230887276628,2.0294,1,0
398,15,37200124,37203195,"Ireland",1.4745,0.8735,0,0
398,16,37200124,37203360,"Ireland",1.4745,0.6737,0,0
398,17,37200124,37203410,"Ireland",-0.5846,1.5613,0,0
398,18,37200124,37203417,"Ireland",0.097,2.0294,0,0
398,19,37200124,37203728,"Ireland",0.624717690080563,0.7798,1,0
398,20,37200124,37203980,"Ireland",-1.117,-0.9359,0,0
398,21,37200124,37204089,"Ireland",-1.117,0.6831,0,0
398,22,37200124,37204110,"Ireland",1.4224,0.7798,0,0
398,23,37200124,37204386,"Ireland",0.2495,0.7892,0,0
398,24,37200124,37204432,"Ireland",-0.1407,-1.0261,0,0
398,25,37200124,37204593,"Ireland",1.4059,-0.16,0,0
398,26,37200124,37204899,"Ireland",-0.2959,-0.16,0,0
398,27,37200124,37205146,"Ireland",-1.17934506254469,-2.05966461160148,1,1
398,28,37200124,37205526,"Ireland",-0.193300668184883,0.7798,1,0
398,29,37200124,37205697,"Ireland",1.4708,-0.3061,0,0
398,30,37200124,37206093,"Ireland",1.02797232205709,-0.0144,1,0
398,31,37200124,37206218,"Ireland",0.148836288689464,-0.3061,1,0
398,32,37200124,37206375,"Ireland",-0.282,-0.3061,0,0
398,33,37200124,37206475,"Ireland",-1.117,1.5613,0,0
398,34,37200124,37206482,"Ireland",-1.117,0.7892,0,0
398,35,37200124,37206573,"Ireland",-1.117,0.8735,0,0
398,36,37200124,37206820,"Ireland",-0.9041,-0.145,0,0
398,37,37200124,37206946,"Ireland",0.6732,-0.0144,0,0
398,38,37200124,37207123,"Ireland",0.4097,-1.0364,0,0
398,39,37200124,37207256,"Ireland",-1.117,0.2143,0,0
398,40,37200124,37207369,"Ireland",-1.117,-0.145,0,0
398,41,37200124,37207490,"Ireland",-1.117,0.3894,0,0
398,42,NA,NA,"Ireland",0.0252082173515313,0.038125378753415,1,1
398,43,NA,NA,"Ireland",-0.344159460979418,-0.235221507827103,1,1
398,44,NA,NA,"Ireland",0.747337861230385,-0.675409493679268,1,1
398,45,NA,NA,"Ireland",-1.60010265481893,-1.03155629639506,1,1
399,1,37200125,37200019,"Ireland",0.8949,0.7798,0,0
399,2,37200125,37200052,"Ireland",0.7444,0.6831,0,0
399,3,37200125,37200336,"Ireland",0.8395,-0.3061,0,0
399,4,37200125,37200340,"Ireland",0.1332,-0.5885,0,0
399,5,37200125,37200431,"Ireland",0.1838,-0.145,0,0
399,6,37200125,37201053,"Ireland",-1.117,0.7798,0,0
399,7,37200125,37201319,"Ireland",0.4962,0.3964,0,0
399,8,37200125,37201334,"Ireland",-1.117,-0.3061,0,0
399,9,37200125,37201444,"Ireland",0.5697,-0.0144,0,0
399,10,37200125,37201491,"Ireland",0.1664,-0.0144,0,0
399,11,37200125,37201518,"Ireland",0.1544,0.7798,0,0
399,12,37200125,37201959,"Ireland",0.4487,-0.16,0,0
